subject,type,super_subject
body,aspect,beetle
egg,aspect,beetle
head,aspect,beetle
horn,aspect,beetle
larva,aspect,beetle
leg,aspect,beetle
size,aspect,beetle
wing,aspect,beetle
opera,aspect,beggar
flower,aspect,begonia
foliage,aspect,begonia
leaf,aspect,begonia
root,aspect,begonia
season,aspect,begonia
stem,aspect,begonia
tuber,aspect,begonia
undertone,aspect,beige
coat,aspect,belgian sheepdog
family,aspect,belgian sheepdog
life,aspect,believer
bell,aspect,bell tower
alkaloid,aspect,belladonna
effect,aspect,belladonna
history,aspect,belladonna
property,aspect,belladonna
use,aspect,belladonna
novel,aspect,bellow
work,aspect,bellow
child,aspect,beloved
daughter,aspect,beloved
mother,aspect,beloved
past,aspect,beloved
interchange,aspect,beltway
body,aspect,beluga
head,aspect,beluga
melon,aspect,beluga
neck,aspect,beluga
ridge,aspect,beluga
list,aspect,benchmark
goal,aspect,bent
structure,aspect,benzene
effect,aspect,benzodiazepine
life,aspect,benzodiazepine
potential,aspect,benzodiazepine
property,aspect,benzodiazepine
risk,aspect,benzodiazepine
effect,aspect,benzoyl peroxide
isotope,aspect,berkelium
coat,aspect,bernese mountain dog
family,aspect,bernese mountain dog
lifespan,aspect,bernese mountain dog
owner,aspect,bernese mountain dog
antioxidant,aspect,berry
effect,aspect,berry
stage,aspect,berry
yield,aspect,berry
attack,aspect,berserker
enemy,aspect,berserker
rage,aspect,berserker
color,aspect,beryl
compound,aspect,beryllium
conductivity,aspect,beryllium
child,aspect,beth
daughter,aspect,beth
death,aspect,beth
father,aspect,beth
husband,aspect,beth
life,aspect,beth
mother,aspect,beth
relationship,aspect,beth
sister,aspect,beth
son,aspect,beth
bankroll,aspect,bettor
bet,aspect,bettor
edge,aspect,bettor
effect,aspect,bias
impact,aspect,bias
context,aspect,bible
theme,aspect,bible
wisdom,aspect,bible
brake,aspect,bicycle
frame,aspect,bicycle
gear,aspect,bicycle
handlebar,aspect,bicycle
tire,aspect,bicycle
wheel,aspect,bicycle
bid,aspect,bidder
feature,aspect,bidet
nozzle,aspect,bidet
run,aspect,big bang theory
season,aspect,big bang theory
eyesight,aspect,bighorn sheep
horn,aspect,bighorn sheep
anthocyanoside,aspect,bilberry
property,aspect,bilberry
bilirubin,aspect,bile
cholesterol,aspect,bile
number,aspect,bill
wife,aspect,bill
fortune,aspect,billionaire
money,aspect,billionaire
wealth,aspect,billionaire
dog,aspect,billy
father,aspect,billy
grandfather,aspect,billy
life,aspect,billy
body,aspect,bin laden
compound,aspect,bin laden
courier,aspect,bin laden
death,aspect,bin laden
family,aspect,bin laden
father,aspect,bin laden
follower,aspect,bin laden
son,aspect,bin laden
whereabout,aspect,bin laden
wife,aspect,bin laden
body,aspect,binturong
claw,aspect,binturong
fur,aspect,binturong
hind leg,aspect,binturong
tail,aspect,binturong
value,aspect,biodiversity
environment,aspect,biologist
finding,aspect,biologist
research,aspect,biologist
work,aspect,biologist
climate,aspect,biome
temperature,aspect,biome
application,aspect,biotechnology
potential,aspect,biotechnology
episode,aspect,bipolar disorder
impact,aspect,bipolar disorder
life,aspect,bipolar disorder
mood,aspect,bipolar disorder
symptom,aspect,bipolar disorder
bark,aspect,birch
branch,aspect,birch
leaf,aspect,birch
root,aspect,birch
root system,aspect,birch
beak,aspect,bird
body,aspect,bird
egg,aspect,bird
feather,aspect,bird
foot,aspect,bird
head,aspect,bird
leg,aspect,bird
plumage,aspect,bird
tail,aspect,bird
wing,aspect,bird
child,aspect,birth
history,aspect,birth control
resistance,aspect,bismuth
body,aspect,bison
coat,aspect,bison
diet,aspect,bison
fur,aspect,bison
habitat,aspect,bison
hair,aspect,bison
head,aspect,bison
horn,aspect,bison
hump,aspect,bison
size,aspect,bison
g,aspect,bisque
density,aspect,black hole
effect,aspect,black hole
event horizon,aspect,black hole
gravity,aspect,black hole
mass,aspect,black hole
pull,aspect,black hole
shadow,aspect,black hole
bite,aspect,black mamba
body,aspect,black mamba
distribution,aspect,black mamba
head,aspect,black mamba
mouth,aspect,black mamba
prey,aspect,black mamba
range,aspect,black mamba
reputation,aspect,black mamba
speed,aspect,black mamba
venom,aspect,black mamba
behavior,aspect,blackbird
foot,aspect,blackbird
leg,aspect,blackbird
range,aspect,blackbird
list,aspect,blacklist
blade,aspect,blender
feature,aspect,blender
motor,aspect,blender
power,aspect,blender
speed,aspect,blender
life,aspect,blepharospasm
destination,aspect,blimp
home,aspect,blimp
wife,aspect,bliss
work,aspect,bliss
body,aspect,blister beetle
wind,aspect,blizzard
lease,aspect,blob
metadata,aspect,blob
size,aspect,blob
snapshot,aspect,blob
effect,aspect,blockade
impact,aspect,blockade
blog,aspect,blogger
fun,aspect,blonde
hair,aspect,blonde
symptom,aspect,blood pressure
coat,aspect,bloodhound
ear,aspect,bloodhound
head,aspect,bloodhound
loyalty,aspect,bloodhound
mind,aspect,bloodhound
nature,aspect,bloodhound
nose,aspect,bloodhound
owner,aspect,bloodhound
problem,aspect,bloodhound
sense,aspect,bloodhound
body,aspect,bloodstone
spot,aspect,bloodstone
book,aspect,bloom
father,aspect,bloom
bill,aspect,blue jay
crest,aspect,blue jay
feather,aspect,blue jay
head,aspect,blue jay
nest,aspect,blue jay
range,aspect,blue jay
wing,aspect,blue jay
body,aspect,bluefin tuna
fin,aspect,bluefin tuna
range,aspect,bluefin tuna
size,aspect,bluefin tuna
mouth,aspect,bluegill
body,aspect,boa constrictor
diet,aspect,boa constrictor
head,aspect,boa constrictor
life,aspect,boa constrictor
prey,aspect,boa constrictor
skin,aspect,boa constrictor
teeth,aspect,boa constrictor
claw,aspect,bobcat
coat,aspect,bobcat
den,aspect,bobcat
ear,aspect,bobcat
foot,aspect,bobcat
fur,aspect,bobcat
prey,aspect,bobcat
range,aspect,bobcat
tail,aspect,bobcat
territory,aspect,bobcat
habitat,aspect,bobwhite
range,aspect,bobwhite
motion,aspect,body
ingredient,aspect,body lotion
egg,aspect,body louse
client,aspect,bodyguard
water,aspect,bog
isotope,aspect,bohrium
efficiency,aspect,boiler
efficiency rating,aspect,boiler
genius,aspect,boldness
magic,aspect,boldness
power,aspect,boldness
capital,aspect,bolivia
gas reserve,aspect,bolivia
people,aspect,bolivia
population,aspect,bolivia
president,aspect,bolivia
g,aspect,bologna
target,aspect,bomb
yield,aspect,bomb
cerebro shell,aspect,bombshell
shape,aspect,bone
structure,aspect,bone
surface,aspect,bone
stem cell,aspect,bone marrow
film,aspect,bong
back,aspect,bongo
habitat,aspect,bongo
horn,aspect,bongo
tongue,aspect,bongo
head,aspect,bonobo
appearance,aspect,boo
haunt,aspect,boo
power,aspect,boo
bill,aspect,booby
body,aspect,booby
courtship display,aspect,booby
egg,aspect,booby
eye,aspect,booby
foot,aspect,booby
head,aspect,booby
nest,aspect,booby
prey,aspect,booby
wing,aspect,booby
bet,aspect,bookmaker
book,aspect,bookmaker
customer,aspect,bookmaker
margin,aspect,bookmaker
money,aspect,bookmaker
odd,aspect,bookmaker
profit,aspect,bookmaker
wing,aspect,boomerang
component,aspect,bootstrap
flower,aspect,borage
leaf,aspect,borage
property,aspect,borage
action,aspect,border collie
coat,aspect,border collie
energy,aspect,border collie
herding instinct,aspect,border collie
instinct,aspect,border collie
intelligence,aspect,border collie
lifespan,aspect,border collie
owner,aspect,border collie
tail,aspect,border collie
coat,aspect,border terrier
lifespan,aspect,border terrier
owner,aspect,border terrier
property,aspect,boric acid
compound,aspect,boron
effect,aspect,boron
number,aspect,boron
property,aspect,boron
role,aspect,boron
area,aspect,borough
mile,aspect,borough
population,aspect,borough
total,aspect,borough
voter,aspect,borough
coat,aspect,borzoi
family,aspect,borzoi
life,aspect,borzoi
mind,aspect,borzoi
nature,aspect,borzoi
owner,aspect,borzoi
spirit,aspect,borzoi
g,aspect,boston cream pie
egg,aspect,botfly
finish,aspect,bottle
mold seam,aspect,bottle
mouth,aspect,bottle
side,aspect,bottle
type,aspect,bottle
bower,aspect,bowerbird
wing,aspect,bowerbird
fin,aspect,bowfin
core,aspect,bowling ball
lid,aspect,box
effect,aspect,boycott
impact,aspect,boycott
branch,aspect,brachial artery
brother,aspect,brad
deal,aspect,brad
hair,aspect,braid
look,aspect,braid
function,aspect,brain
neuron,aspect,brain
structure,aspect,brain
strength,aspect,brawn
wife,aspect,bray
amount,aspect,brazil nut
level,aspect,brazil nut
coat,aspect,breed
beer,aspect,brewery
capacity,aspect,brewery
coat,aspect,briard
lifespan,aspect,briard
strength,aspect,brick
thickness,aspect,brick
bridesmaid,aspect,bride
day,aspect,bride
dress,aspect,bride
family,aspect,bride
father,aspect,bride
friend,aspect,bride
mother,aspect,bride
parent,aspect,bride
veil,aspect,bride
wedding,aspect,bride
approach,aspect,bridge
construction,aspect,bridge
deck,aspect,bridge
opening,aspect,bridge
span,aspect,bridge
tower,aspect,bridge
compartment,aspect,briefcase
battalion,aspect,brigade
commander,aspect,brigade
mission,aspect,brigade
unit,aspect,brigade
company,aspect,brink
money prepaid mastercard,aspect,brink
opening,aspect,british pound
arm,aspect,brittle star
body,aspect,brittle star
mouth,aspect,brittle star
tube foot,aspect,brittle star
flavor,aspect,broccoli
number,aspect,bromine
origin,aspect,bronchial artery
cartilage,aspect,bronchiole
diameter,aspect,bronchiole
number,aspect,bronchiole
wall,aspect,bronchiole
cough,aspect,bronchitis
symptom,aspect,bronchitis
camera,aspect,bronchoscope
light,aspect,bronchoscope
wall,aspect,bronchus
strength,aspect,bronze
existence,aspect,brotherhood
goal,aspect,brotherhood
history,aspect,brotherhood
leader,aspect,brotherhood
leadership,aspect,brotherhood
member,aspect,brotherhood
membership,aspect,brotherhood
position,aspect,brotherhood
power,aspect,brotherhood
rank,aspect,brotherhood
book,aspect,brown
career,aspect,brown
father,aspect,brown
life,aspect,brown
season,aspect,brown
show,aspect,brown
son,aspect,brown
team,aspect,brown
wife,aspect,brown
work,aspect,brown
feature,aspect,browser
bristle,aspect,brush
handle,aspect,brush
shape,aspect,brush
flavor,aspect,brussels sprout
texture,aspect,brussels sprout
incubation period,aspect,bse
season,aspect,bubble
content,aspect,buckwheat
seed,aspect,buckwheat
cousin,aspect,buddy
friend,aspect,buddy
beak,aspect,budgie
cage,aspect,budgie
cere,aspect,budgie
diet,aspect,budgie
eye,aspect,budgie
feather,aspect,budgie
food,aspect,budgie
head,aspect,budgie
wing,aspect,budgie
head,aspect,bufflehead
construction,aspect,building
design,aspect,building
floor,aspect,building
occupant,aspect,building
branch,aspect,building society
head office,aspect,building society
member,aspect,building society
crest,aspect,bulbul
eye,aspect,bulbul
head,aspect,bulbul
range,aspect,bulbul
throat,aspect,bulbul
horn,aspect,bull
body,aspect,bulldog
coat,aspect,bulldog
ear,aspect,bulldog
eye,aspect,bulldog
face,aspect,bulldog
family,aspect,bulldog
head,aspect,bulldog
leg,aspect,bulldog
owner,aspect,bulldog
personality,aspect,bulldog
tip,aspect,bullet
trajectory,aspect,bullet
body,aspect,bullfrog
call,aspect,bullfrog
diet,aspect,bullfrog
eye,aspect,bullfrog
leg,aspect,bullfrog
mouth,aspect,bullfrog
range,aspect,bullfrog
skin,aspect,bullfrog
teeth,aspect,bullfrog
birthday,aspect,bullock
campaign,aspect,bullock
career,aspect,bullock
life,aspect,bullock
montana,aspect,bullock
mother,aspect,bullock
oriole,aspect,bullock
performance,aspect,bullock
role,aspect,bullock
son,aspect,bullock
action,aspect,bully
behavior,aspect,bully
friend,aspect,bully
life,aspect,bully
parent,aspect,bully
peer,aspect,bully
power,aspect,bully
self esteem,aspect,bully
target,aspect,bully
victim,aspect,bully
effect,aspect,bullying
body,aspect,bumblebee
power,aspect,bureaucracy
wine,aspect,burgundy
calorie,aspect,burrito
gluten,aspect,burrito
gram,aspect,burrito
milk,aspect,burrito
soy,aspect,burrito
wheat,aspect,burrito
ear,aspect,burro
entrance,aspect,burrow
holiday,aspect,bus driver
eye,aspect,bushbaby
tongue,aspect,bushbaby
inch,aspect,bushel
mother,aspect,butch
knife,aspect,butcher
employer,aspect,butler
amount,aspect,butter
calorie,aspect,butter
fat,aspect,butter
gram,aspect,butter
milligram,aspect,butter
antenna,aspect,butterfly
body,aspect,butterfly
color,aspect,butterfly
egg,aspect,butterfly
foot,aspect,butterfly
leg,aspect,butterfly
proboscis,aspect,butterfly
tongue,aspect,butterfly
wing,aspect,butterfly
wingspan,aspect,butterfly
acid,aspect,buttermilk
amount,aspect,buttermilk
bacteria,aspect,buttermilk
calorie,aspect,buttermilk
gram,aspect,buttermilk
protein,aspect,buttermilk
range,aspect,butternut
agent,aspect,buyer
closing cost,aspect,buyer
deposit,aspect,buyer
home,aspect,buyer
interest,aspect,buyer
lender,aspect,buyer
market,aspect,buyer
money,aspect,buyer
offer,aspect,buyer
right,aspect,buyer
helmet,aspect,buzz
bit,aspect,byte
wheelbase,aspect,cab
leg,aspect,cabinet
conductor,aspect,cable
wire,aspect,cable
flower,aspect,cactus
root,aspect,cactus
spine,aspect,cactus
stem,aspect,cactus
opportunity,aspect,cadet
time,aspect,cadet
year,aspect,cadet
skin,aspect,caecilian
flower,aspect,caesalpinia gilliesii
leaf,aspect,caesalpinia gilliesii
effect,aspect,caffeine
body,aspect,caiman
diet,aspect,caiman
eye,aspect,caiman
habitat,aspect,caiman
jaw,aspect,caiman
predator,aspect,caiman
range,aspect,caiman
skin,aspect,caiman
teeth,aspect,caiman
tech support,aspect,cakewalk
effect,aspect,calcitonin
effect,aspect,calcium hydroxide
day,aspect,calendar
month,aspect,calendar
amount,aspect,calendula
property,aspect,calendula
isotope,aspect,californium
jaw,aspect,caliper
piston,aspect,caliper
scale,aspect,caliper
authority,aspect,caliph
power,aspect,caliph
delta,aspect,call
expiration date,aspect,call
right,aspect,call
strike price,aspect,call
value,aspect,call
environment,aspect,calorimeter
g,aspect,calorimeter
heat capacity,aspect,calorimeter
surrounding,aspect,calorimeter
island,aspect,calypso
back,aspect,camel
body,aspect,camel
coat,aspect,camel
eye,aspect,camel
foot,aspect,camel
hump,aspect,camel
leg,aspect,camel
mouth,aspect,camel
nostril,aspect,camel
stomach,aspect,camel
flower,aspect,camellia
foliage,aspect,camellia
leaf,aspect,camellia
feature,aspect,camera
image sensor,aspect,camera
lens,aspect,camera
lense,aspect,camera
range,aspect,camera
resolution,aspect,camera
sensor,aspect,camera
setting,aspect,camera
effect,aspect,camphor
building,aspect,campus
symptom,aspect,cancer
wick,aspect,candle
body,aspect,candlestick
shadow,aspect,candlestick
root,aspect,canine
cause,aspect,canker sore
capacitance,aspect,capacitor
capacitance value,aspect,capacitor
characteristic,aspect,capacitor
charge,aspect,capacitor
esr,aspect,capacitor
plate,aspect,capacitor
polarity,aspect,capacitor
property,aspect,capacitor
value,aspect,capacitor
voltage,aspect,capacitor
flavor,aspect,caper
taste,aspect,caper
diet,aspect,capuchin
fur,aspect,capuchin
access,aspect,capybara
body,aspect,capybara
diet,aspect,capybara
ear,aspect,capybara
environment,aspect,capybara
head,aspect,capybara
nose,aspect,capybara
skin,aspect,capybara
teeth,aspect,capybara
territory,aspect,capybara
counterpart,aspect,car
engine,aspect,car
part,aspect,car
speed,aspect,car
base,aspect,car seat
expiration date,aspect,car seat
weight limit,aspect,car seat
axis,aspect,carabiner
gate,aspect,carabiner
shape,aspect,carabiner
ear,aspect,caracal
fur,aspect,caracal
leg,aspect,caracal
prey,aspect,caracal
range,aspect,caracal
number,aspect,carbon black
affinity,aspect,carbon monoxide
aroma,aspect,cardamom
effect,aspect,cardamom
flavor,aspect,cardamom
property,aspect,cardamom
taste,aspect,cardamom
cell,aspect,cardiac muscle
beak,aspect,cardinal
bill,aspect,cardinal
color,aspect,cardinal
crest,aspect,cardinal
diet,aspect,cardinal
feather,aspect,cardinal
head,aspect,cardinal
nest,aspect,cardinal
range,aspect,cardinal
territory,aspect,cardinal
symptom,aspect,cardiomyopathy
hand,aspect,cardsharp
mind,aspect,cardsharp
